name,label
31.84,31.84 Landes à Genêts
31.85,31.85 Landes à Ajoncs
31.861,31.861 Landes subatlantiques à Fougères
31.862,31.862
31.863,31.863 Landes supra méditerranéennes à Fougères
31.86,31.86 Landes à Fougères
31.8711,31.8711 Clairières à Epilobes et Digitales
31.8712,31.8712 Clairières à Bardane et Belladonne
31.871,31.871 Clairières herbacées forestières
31.872,31.872 Clairières à couvert arbustif
31.87,31.87 Clairières forestières
31.881,31.881 Landes à Genévriers
31.882,31.882 Landes à Genévriers
31.883,31.883
31.88,31.88 Fruticées à Genévriers communs
31.891,31.891 Fourrés caducifoliés sub méditerranéens franco ibériques
31.892,31.892
31.893,31.893
31.894,31.894
31.89,31.89 Fourrés caducifoliés sub méditerranéens sud occidentaux
31.8A1,31.8A1 Fourrés cyrno sardes subméditerranéens caducifoliés{31.8A1}
31.8A2,31.8A2{31.8A2}
31.8A,31.8A Fourrés tyrrhéniens subméditerranéens caducifoliés{31.8A}
31.8B1,31.8B1{31.8B1}
31.8B2,31.8B2{31.8B2}
31.8B3,31.8B3{31.8B3}
31.8B4,31.8B4{31.8B4}
31.8B,31.8B Fourrés caducifoliés sub méditerranéens sud orientaux{31.8B}
31.8C,31.8C Fourrés de Noisetiers{31.8C}
31.8D,31.8D Recrûs forestiers caducifoliés{31.8D}
31.8E,31.8E Taillis{31.8E}
31.8F,31.8F Fourrés mixtes{31.8F}
31.8,31.8 Fourrés
31.8G,31.8G Prébois de résineux{31.8G}
31,31 Landes et fruticées
32.111,32.111 Matorral de Quercus suber
32.112,32.112 Matorral acidiphile de Quercus ilex
32.113,"32.113 Matorral calciphile à Quercus ilex, Q. coccifera"
32.114,32.114
32.1141,32.1141
32.1142,32.1142
32.1143,32.1143
32.115,32.115
32.116,32.116
32.1161,32.1161
32.1162,32.1162
32.11,32.11 Matorral à Chênes sempervirents
32.121,32.121 Matorral arborescent à Olivier sauvage
32.122,32.122 Matorral arborescent à Caroubier
32.123,32.123 Matorral arborescent à Lentisque
32.124,32.124 Matorral arborescent à Myrte
32.125,32.125
32.12,32.12 Matorral à Oliviers et Lentisques
32.1311,32.1311 Matorral arborescent interne à Juniperus oxycedrus
32.1312,32.1312 Matorral arborescent à Juniperus macrocarpa
32.1313,32.1313
32.131,32.131 Matorral arborescent à Juniperus oxycedrus
32.1321,"32.1321 Matorral arborescent, intérieur, à Juniperus phoenicea"
32.1322,32.1322 Matorral arborescent à Juniperus lycia
32.132,32.132 Matorral arborescent à Juniperus phoenicea
32.133,32.133
32.1331,32.1331
32.1332,32.1332
32.134,32.134 Matorral arborescent à Juniperus communis
32.135,32.135
32.136,32.136 Matorral arborescent à Juniperus thurifera
32.13,32.13 Matorral à Genévriers
32.141,32.141 Matorral arborescent à Pin mésogéen (Pinus pinaster)
32.142,32.142 Matorral arborescent à Pin pignon (Pinus pinea)
32.143,32.143 Matorral arborescent à Pin d'Alep (Pinus halepensis)
32.144,32.144
32.145,32.145 Matorral arborescent à Pin noir ou à Pin sylvestre
32.14,32.14 Matorral à Pins
32.15,32.15
32.161,32.161
32.162,32.162 Matorral occidental à Chênes caducifoliés
32.16,32.16 Matorral arborescent à chênes caducifoliés
32.17,32.17
32.18,32.18 Matorral à Lauriers
32.19,32.19
32.1A,32.1A{32.1A}
32.1,32.1 Matorral arborescent
32.211,32.211 Fruticées à Oliviers et Lentisques
32.2121,32.2121 Landes garrigues occidentales à Erica multiflora
32.2122,32.2122
32.2123,32.2123
32.212,32.212 Landes garrigues thermo méditerranéennes
32.213,32.213
32.214,32.214 Fruticée à Lentisques
32.215,32.215 Fruticée à Calicotome
32.216,32.216 Fourrés à Lauriers
32.217,32.217 Garrigues côtières à Helichrysum
32.218,32.218 Fourrés à Myrtes
32.2191,32.2191
32.2192,32.2192 Fruticées thermo méditerranéennes tyrrhéniennes à chêne kermès
32.2193,32.2193
32.219,32.219 Buissons thermo méditerranéens à Chênes kermès
32.21A,32.21A{32.21A}
32.21A1,32.21A1{32.21A1}
32.21A2,32.21A2{32.21A2}
32.21A3,32.21A3 Fourrés occidentaux à Phillyrea{32.21A3}
32.21A4,32.21A4{32.21A4}
32.21B,32.21B Fruticées à Nerprun et asperges{32.21B}
32.21C,32.21C Buissons à Osyris{32.21C}
32.21D,32.21D Fourrés à Aliboufier{32.21D}
32.21E,32.21E{32.21E}
32.21F,32.21F{32.21F}
32.21,"32.21 Fruticées, fourrés et landes garrigues thermo méditerranéennes"
32.21G,32.21G{32.21G}
32.21G1,32.21G1{32.21G1}
32.21G2,32.21G2{32.21G2}
32.21H,32.21H{32.21H}
32.21I,32.21I Brousses thermo méditerranéennes à Genévriers{32.21I}
32.22,32.22 Formations à Euphorbes
32.23,32.23 Garrigues à Ampelodesmos mauritanica
32.24,32.24 Fruticée à Palmier nain
32.25,32.25
32.251,32.251
32.252,32.252
32.253,32.253
32.254,32.254
32.255,32.255
32.256,32.256
32.2561,32.2561
32.2562,32.2562
32.2563,32.2563
32.2564,32.2564
32.257,32.257
32.2571,32.2571
32.2572,32.2572
32.25721,32.25721
32.25722,32.25722
32.25723,32.25723
32.25724,32.25724
32.261,32.261
32.262,32.262
32.263,32.263
32.264,32.264
32.265,32.265
32.266,32.266
32.267,32.267
32.268,32.268
32.269,32.269
32.26A,32.26A{32.26A}
32.26B,32.26B{32.26B}
32.26,32.26 Rétamaies thermoméditerranéennes
32.271,32.271
32.272,32.272
32.273,32.273
32.274,32.274 Landes à Ulex parviflorus franco ibériennes
32.275,32.275
32.276,32.276
32.27,32.27 Landes à ajoncs méditerranéens
32.28,32.28
32.281,32.281
32.282,32.282
32.283,32.283
32.284,32.284
32.285,32.285
32.2851,32.2851
32.2852,32.2852
32.2853,32.2853
32.286,32.286
32.29,32.29
32.291,32.291
32.292,32.292
32.2A,32.2A{32.2A}
32.2A1,32.2A1{32.2A1}
32.2A2,32.2A2{32.2A2}
32.2A3,32.2A3{32.2A3}
32.2A4,32.2A4{32.2A4}
32.2B,32.2B{32.2B}
32.2B1,32.2B1{32.2B1}
32.2B2,32.2B2{32.2B2}
32.2B3,32.2B3{32.2B3}
32.2B4,32.2B4{32.2B4}
32.2B5,32.2B5{32.2B5}
32.2C,32.2C{32.2C}
32.2C1,32.2C1{32.2C1}
32.2C2,32.2C2{32.2C2}
32.2,32.2 Formations arbustives thermo méditerranéennes
32.311,32.311 Maquis hauts de Méditerranée occidentale
32.312,32.312
32.313,32.313
32.31,32.31 Maquis hauts
32.32,32.32 Maquis bas à Ericacées
32.331,32.331
32.332,32.332 Maquis ibérien central à grand Ciste
32.333,32.333
32.334,32.334 Maquis tyrrhénéens hauts à Cistus
32.33,32.33 Maquis hauts à Cistus
32.341,32.341 Maquis à Cistus monspeliensis
32.342,32.342 Maquis à Cistus salviifolius
32.343,32.343 Maquis à Cistus populifolius
32.344,32.344 Maquis à Cistus laurifolius
32.345,32.345
32.346,32.346 Maquis à Cistus crispus
32.347,32.347 Maquis à Cistus creticus
32.348,32.348 Maquis à Cistus albidus
32.34,32.34 Maquis bas à Cistes (Cistus sp. pl.)
32.351,32.351 Maquis centraux méditerranéens à lavande
32.352,32.352
32.353,32.353
32.35,32.35 Maquis bas à Cistus Lavandula stoechas
32.36,32.36 Maquis bas épars
32.371,32.371
32.372,32.372
32.37,32.37 Maquis dominés par des genêts
32.3,32.3 Maquis silicicoles méso méditerranéens
32.41,32.41 Garrigues à chênes kermès
32.42,32.42 Garrigues à romarin
32.431,32.431 Garrigues à Cistus albidus
32.432,32.432
32.433,"32.433 Garrigues à C. monspeliensis, C. salviifolius, C. incanus"
32.43,32.43 Garrigues à cistes
32.441,32.441 Garrigues à euphorbe épineuse
32.442,32.442
32.44,32.44 Garrigues à euphorbes
32.45,32.45 Garrigues à genévrier oxycèdre
32.461,32.461 Stations à lavande
32.462,32.462 Garrigues mixtes à lavande
32.46,32.46 Garrigues à lavande
32.47,"32.47 Garrigues à thym, sauge, germandrée et autres labiées"
32.481,"32.481 Garrigues à Genista scorpius, G. hispanica"
32.482,32.482 Garrigues à Genista corsica
32.483,32.483
32.48,32.48 Garrigues à Genista
32.49,32.49 Garrigues à Calicotome
32.4A1,"32.4A1 Garrigues à Helichrysum, Santolina, Phagnalon{32.4A1}"
32.4A2,32.4A2 Garrigues à Artemisia{32.4A2}
32.4A3,32.4A3 Garrigues à Inule visqueuse{32.4A3}
32.4A4,32.4A4 Garrigues à Composées moyennes à grandes{32.4A4}
32.4A,32.4A Garrigues à Composées{32.4A}
32.4B,32.4B Garrigues à Erica{32.4B}
32.4C,32.4C Garrigues à Globularia{32.4C}
32.4D,32.4D Garrigues à Helianthemum et Fumana{32.4D}
32.4E,32.4E Garrigues à grémil{32.4E}
32.4F,32.4F Garrigues à Thymelaea{32.4F}
32.4,32.4 Garrigues calcicoles de l'étage méso méditerranéen occidental
32.4G,32.4G Garrigues à Bupleurum{32.4G}
32.4H,32.4H Garrigues à Ajonc{32.4H}
32.4I,32.4I Garrigues à Ononis fruticosa{32.4I}
32.4J,32.4J{32.4J}
32.4K,32.4K{32.4K}
32.51,32.51
32.52,32.52
32.53,32.53
32.531,32.531
32.532,32.532
32.533,32.533
32.534,32.534
32.54,32.54
32.541,32.541
32.542,32.542
32.55,32.55
32.56,32.56
32.57,32.57
32.571,32.571
32.572,32.572
32.573,32.573
32.574,32.574
32.58,32.58 Garrigues à épine du Christ
32.59,32.59
32.5A,32.5A{32.5A}
32.5B,32.5B{32.5B}
32.5C,32.5C{32.5C}
32.5D,32.5D{32.5D}
32.5E,32.5E{32.5E}
32.5F,32.5F{32.5F}
32.5G,32.5G{32.5G}
32.5,32.5 Garrigues orientales
32.5H,32.5H{32.5H}
32.61,32.61 Garrigues à Lavande vraie
32.62,32.62 Garrigues à Genista cinerea
32.63,32.63 Garrigues montagnardes à Thyms
32.64,32.64 Broussailles supra méditerranéennes à Buis
32.65,32.65
32.6,32.6 Garrigues supra méditerranéennes
32.7,32.7
32.8,32.8
32.81,32.81
32.811,32.811
32.812,32.812
32.813,32.813
32.814,32.814
32.815,32.815
32.816,32.816
32.82,32.82
32.821,32.821
32.822,32.822
32.823,32.823
32.83,32.83
32.84,32.84
32.85,32.85
32.86,32.86
32.87,32.87
32.9,"32.9 Champs d'Asphodèles, de Phlomis, de Chardons, de Ferula"
32.A,32.A Champs de Spartium junceum{32.A}
32,32 Fruticées sclérophylles
33.11,33.11 Phryganes de la Provence calcaire
33.12,33.12 Phryganes de la Provence cristalline
33.13,33.13 Phryganes du Cap Corse
33.14,33.14 Phryganes du détroit de Bonifacio
33.15,33.15
33.16,33.16
33.1,33.1 Phryganes ouest méditerranéennes des sommets de falaises
33.1X,33.1X Phryganes des Pyrénées Orientales{33.1X}
33.2,33.2
33.3,33.3
33.31,33.31
33.32,33.32
33.33,33.33
33.331,33.331
33.332,33.332
33.333,33.333
33.34,33.34
33.35,33.35
33.36,33.36
33.37,33.37
33.38,33.38
33.39,33.39
33.3A,33.3A{33.3A}
33.3B,33.3B{33.3B}
33.4,33.4
33.5,33.5
33.6,33.6
33.7,33.7
33.8,33.8
33.9,33.9 Phryganes cyrno sardes à Genista
33.A,33.A{33.A}
33,33 Phryganes
34.111,34.111 Pelouses à orpins
34.1121,34.1121 Communautés à Sempervivum tectorum
34.1122,34.1122
34.1123,34.1123
34.112,34.112 Formations à Joubarbes
34.113,34.113 Formations herbeuses sur débris rocheux
34.114,34.114 Communautés thérophytiques médio européennes sur débris rocheux
34.11,34.11 Pelouses médio européennes sur débris rocheux
34.12,34.12 Pelouses des sables calcaires
34.1,34.1 Pelouses pionnières médio européennes
34.21,34.21
34.22,34.22
34.221,34.221
34.222,34.222
34.223,34.223
34.23,34.23 Pelouses métallifères d'Europe centrale
34.2,34.2 Pelouses métallifères de basse altitude
34.311,34.311
34.3121,34.3121 Pelouses steppiques xérophiles de l'Europe centrale
34.3122,34.3122 Pelouses steppiques mésophiles de l'Europe centrale
34.3123,34.3123 Pelouses steppiques à brachypode penné de l'Europe centrale
34.312,34.312 Pelouses steppiques de l'Europe centrale
34.313,34.313
34.314,34.314 Pelouses arides des Alpes occidentales internes
34.31,34.31 Pelouses steppiques sub continentales
34.3211,34.3211
34.3212,34.3212
34.3213,34.3213
34.3214,34.3214
34.3215,34.3215
34.3216,34.3216
34.32161,34.32161
34.32162,34.32162
34.32163,34.32163
34.321,34.321 Pelouses calcicoles semi sèches nord occidentales
34.3221,34.3221 Mesobromion mosan
34.3222,34.3222 Mesobromion de la basse Meuse
34.3223,34.3223
34.3224,34.3224
34.3225,34.3225 Mesobromion crétacé du Bassin parisien
34.3226,34.3226 Mesobromion parisien tertiaire
34.3227,34.3227 Mesobromion du Bassin parisien jurassique
34.3228,34.3228 Mesobromion du Rhin moyen
34.3229,34.3229 Mesobromion du Rhin supérieur
34.322A,34.322A{34.322A}
34.322B,34.322B Mesobromion du Jura français{34.322B}
34.322C,34.322C{34.322C}
34.322D,34.322D{34.322D}
34.322E,34.322E Mesobromion des pré Alpes nord occidentales{34.322E}
34.322F,34.322F{34.322F}
34.322G,34.322G Mesobromion ligérien{34.322G}
34.322H,34.322H Mesobromion aquitain{34.322H}
34.322I,34.322I Mesobromion du Quercy{34.322I}
34.322J,34.322J Mesobromion des Pyrénées occidentales{34.322J}
34.322K,34.322K{34.322K}
34.322,34.322 Pelouses semi sèches médio européennes à Bromus erectus
34.323,34.323 Pelouses semi arides médio européennes dominées par Brachypodium
34.324,34.324 Pelouses alluviales et humides du Mesobromion
34.325,34.325 Pelouses semi sèches médio européennes dominées par Sesleria
34.3261,34.3261 Mesobromion pyrénéo catalan
34.3262,34.3262 Mesobromion des Corbières
34.3262o,{34.3262o}
34.3263,34.3263 Mesobromion des Causses
34.3264,34.3264 Mesobromion provençal
34.3265,34.3265 Mesobromion des Alpes sud occidentales
34.3266,34.3266
34.326,34.326 Mesobromion subméditerranéens
34.326X,{34.326X}
34.326Xo,{34.326Xo}
34.327,34.327
34.328,34.328
34.32,34.32 Pelouses calcaires sub atlantiques semi arides
34.331,34.331
34.3321,34.3321 Xerobromion mosan
34.3322,34.3322
34.3323,34.3323 Xerobromion du Bassin parisien crétacé
34.3324,34.3324 Xerobromion du Tertiaire parisien
34.3325,34.3325 Xerobromion du Bassin parisien jurassique
34.3326,34.3326 Xerobromion du Rhin moyen
34.3327,34.3327 Xerobromion du Rhin supérieur
34.3328,34.3328 Xerobromion du Jura français
34.3329,34.3329
34.332A,34.332A{34.332A}
34.332B,34.332B Xerobromion des Préalpes du nord ouest{34.332B}
34.332C,34.332C{34.332C}
34.332D,34.332D Xerobromion ligérien{34.332D}
34.332E,34.332E Xerobromion aquitanien{34.332E}
34.332F,34.332F Xerobromion du Quercy{34.332F}
34.332G,34.332G Xerobromion pyrénéen{34.332G}
34.332H,34.332H Xerobromion des Alpes sud occidentales{34.332H}
34.332I,34.332I{34.332I}
34.332,34.332 Pelouses médio européennes du Xerobromion
34.33,34.33 Prairies calcaires subatlantiques très sèches
34.341,34.341 Pelouses sur rochers calcaréo siliceux
34.342,34.342 Pelouses sur sables légèrement calcaires
34.34,34.34 Pelouses calcaréo siliceuses de l'Europe centrale
34.35,34.35 Pelouses à fétuque pâle
34.36,34.36 gazons à Brachypode de Phénicie
34.3,34.3 Pelouses pérennes denses et steppes médio européennes
34.41,34.41 Lisières xéro thermophiles
34.42,34.42 Lisières mésophiles
34.4,34.4 Lisières (ou ourlets) forestières thermophiles
34.511,34.511 Pelouses du Brachypodietum retusi
34.512,34.512 Steppe de la Crau
34.5131,34.5131 Communautés annuelles calciphiles de l'ouest méditerranéen
34.5132,34.5132
34.5133,34.5133
34.5134,34.5134
34.5135,34.5135
34.5136,34.5136
34.5137,34.5137
34.513,34.513 Communautés méditerranéennes annuelles sur sols superficiels
34.514,34.514 Arènes dolomitiques des Causses
34.51,34.51 Pelouses xériques de la Méditerranée occidentale
34.52,34.52 Pâtures pérennes du sud ouest méditerranéen
34.53,34.53
34.531,34.531
34.532,34.532
34.5,34.5 Pelouses méditerranéennes xériques
34.61,34.61
34.62,34.62
34.621,34.621
34.622,34.622
34.623,34.623
34.631,34.631
34.632,34.632 Steppes méditerranéennes à Stipa
34.633,34.633
34.634,34.634 Steppes à Andropogon
34.635,34.635
34.6351,34.6351
34.6352,34.6352
34.6353,34.6353
34.63,"34.63 Steppes à Stipa, Ampelodesmos, Andropogon, fétuque"
34.6,34.6 Steppes méditerranéennes à Graminées
34.7111,34.7111 Steppes à Stipa des Causses
34.7112,34.7112 Steppes à Stipa de haute Provence
34.711,34.711 Steppes méditerranéo montagnardes à Stipa
34.712,34.712 Pelouses méditerranéo montagnardes à Sesleria
34.7131,34.7131 Pelouses rases des Causses à Festuca
34.7132,34.7132 Pelouses rases des Causses à Carex Anthyllis
34.7133,34.7133 Steppes méditerranéo montagnardes franco ibériennes
34.713,34.713 Steppes méditerranéo montagnardes à Festuca Koeleria
34.714,34.714 Steppes méditerranéo montagnardes à Artemisia
34.71,34.71 Steppes méditerranéo montagnardes
34.721,34.721 Pelouses à Aphyllanthes
34.722,34.722
34.72,34.72 Steppes supra méditerranéennes et prairies à Aphyllanthes
34.73,34.73
34.74,34.74
34.741,34.741
34.742,34.742
34.743,34.743
34.744,34.744
34.75,34.75
34.7,34.7 Pelouses méditerranéo montagnardes
34.81,34.81 Groupements méditerranéens subnitrophiles de graminées
34.82,34.82
34.83,34.83
34.84,34.84
34.8,34.8 Pelouses méditerranéennes subnitrophiles
34,34 Pelouses calcicoles sèches et steppes
35.11,35.11 Gazons à Nard raide
35.12,35.12 Pelouses à Agrostis Festuca
35.13,35.13 Pelouses à canche flexueuse
35.14,35.14 Pelouses intraforestières à Calamagrostis epigejos
35.15,35.15 Pelouses à laîche des sables
35.1,35.1 Pelouses atlantiques à Nard raide et groupements apparentés
35.21,35.21 Prairies siliceuses à annuelles naines
35.22,35.22 Pelouses siliceuses ouvertes pérennes
35.23,35.23 Pelouses à Corynephorus
35.2,35.2 Pelouses siliceuses ouvertes médio européennes
35.3,35.3 Pelouses siliceuses méditerranéennes
35.4,35.4 Communautés annuelles méditerranéennes des sables profonds
35.5,35.5
35.6,35.6
35.71,35.71
35.72,35.72
35.73,35.73
35.7,35.7 Pelouses méditerranéo montagnardes
35,35 Pelouses silicicoles sèches
36.1111,36.1111 Communautés acidiphiles des combes à neige alpines à mousses
36.1112,36.1112 Communautés acidiphiles des combes à neige alpines à Saule nain
36.1113,36.1113 Communautés acidiphiles de combes à neige alpines à Carex Gnaphalium
36.111,36.111 Communautés acidiphiles des combes à neige alpines
36.112,36.112
36.1121,36.1121
36.1122,36.1122
36.1123,36.1123
36.1124,36.1124
36.1125,36.1125
36.11,36.11 Communautés des combes à neige acidiphiles
36.121,36.121 Communautés des combes à neige sur calcaires à Arabis Gnaphalium
36.122,"36.122 Communautés des combes à neige sur calcaires, à Saules en espaliers"
36.12,36.12 Communautés de combes à neige sur substrats calcaires
36.1,36.1 Communautés des combes à neige
36.2,36.2 Communautés des affleurements et rochers désagrégés alpins
36.311,36.311 Nardaies mésophiles pyrénéo alpines
36.312,36.312 Nardaies pyrénéo alpines hygrophiles
36.313,36.313 Pelouses pyrénéo alpines hygrophiles à Vulpins
36.314,36.314 Pelouses pyrénéennes fermées à Festuca eskia
36.315,36.315 Pelouses pyrénéennes à Poa violacea
36.3161,36.3161 Nardaies sommitales des Hautes Chaumes
36.3162,36.3162
36.3163,36.3163
36.3164,36.3164
36.316,36.316 Nardaies sommitales hercyniennes
36.31,36.31 Gazons à Nard raide et groupements apparentés
36.32,36.32
36.321,36.321
36.322,36.322
36.3221,36.3221
36.3222,36.3222
36.3223,36.3223
36.323,36.323
36.324,36.324
36.3311,36.3311 Pelouses xérophiles des versants rocailleux à Festuca paniculata
36.3312,36.3312 Pelouses mésophiles des sols profonds à Festuca paniculata
36.331,36.331 Pelouses à Festuca paniculata
36.332,36.332 Pelouses en gradins à Festuca eskia
36.333,36.333 Pelouses en gradins à Festuca varia
36.33,36.33 Pelouses siliceuses thermophiles subalpines
36.341,36.341 Pelouses à Carex curvula
36.342,36.342 Pelouses à Festuca halleri
36.343,36.343 Pelouses à Festuca airoides
36.344,36.344 Pelouses à Festuca borderei
36.345,36.345 Pelouses à Oreochloa disticha de l'Allgau
36.346,36.346
36.347,36.347
36.34,36.34 Pelouses à laîche courbée et communautés apparentées
36.35,36.35
36.351,36.351
36.352,36.352
36.353,36.353
36.354,36.354
36.36,36.36
36.361,36.361
36.3611,36.3611
36.3612,36.3612
36.3613,36.3613
36.3614,36.3614
36.3615,36.3615
36.3616,36.3616
36.3617,36.3617
36.3618,36.3618
36.3619,36.3619
36.362,36.362
36.3621,36.3621
36.3622,36.3622
36.371,"36.371 Pelouses écorchées en gradins, oro méditerranéennes de Corse"
36.372,36.372 Nardaies des pozzines corses
36.373,36.373 Pelouses alpines corses des adrets
36.374,36.374 Pelouses alpines des ubacs corses
36.37,36.37 Pelouses des hautes montagnes corses
36.38,36.38
36.381,36.381
36.382,36.382
36.3,36.3 Pelouses acidiphiles alpines et subalpines
36.4111,36.4111 Pelouses à laîche sempervirente des Alpes
36.4112,36.4112 Pelouses pyrénéennes à laîche sempervirente
36.411,36.411 Pelouses mésophiles à laîche sempervirente
36.412,36.412 Pelouses à laîche ferrugineuse septentrionales
36.413,36.413
36.4141,36.4141 Pelouses alpines à fétuque violette
36.4142,36.4142 Pelouses pyrénéennes à fétuque noircissante
36.4143,36.4143
36.414,36.414 Pelouses à fétuque violette et communautés apparentées
36.415,36.415
36.416,36.416 Pelouses sommitales du Jura
36.41,36.41 Pelouses à laîche ferrugineuse et communautés apparentées
36.421,36.421 Pelouses alpines à Elyna
36.422,36.422 Pelouses pyrénéennes à Elyna
36.423,36.423
36.424,36.424
36.42,36.42 Pelouses des crêtes à Elyna
36.4311,36.4311 Pelouses alpines à Seslérie et Laîche sempervirente
36.4312,36.4312 Pelouses à Seslérie et Laîche sempervirente du Jura
36.431,36.431 Versants à Seslérie et Laîches sempervirentes
36.432,36.432 Pelouses à Avoine et Seslérie des Alpes méridionales
36.433,36.433 Tapis de laîches en coussinets
36.434,36.434 Pelouses pyrénéennes à Festuca gautieri
36.435,36.435
36.436,36.436
36.437,36.437
36.43,36.43 Pelouses en gradins et en guirlandes
36.44,36.44
36.4,36.4 Pelouses calcicoles alpines et subalpines
36.51,36.51 Prairies subalpines à Trisetum flavescens
36.52,36.52 Pâturages à Liondent hispide
36.5,36.5 Prairies alpines et subalpines fertilisées
36,36 Pelouses alpines et subalpines
37.1,37.1 Communautés à Reine des prés et communautés associées
37.211,37.211 Prairies humides à cirse des maraîchers
37.212,37.212 Prairies humides à Trolle et Cirse des ruisseaux
37.213,37.213 Prairies à Canche cespiteuse
37.214,37.214 Prairies à Séneçon aquatique
37.215,37.215 Prairies à Renouée bistorte
37.216,37.216 Prairies à Jonc filiforme
37.217,37.217 Prairies à Jonc diffus
37.218,37.218 Prairies à Jonc subnoduleux
37.219,37.219 Prairies à Scirpe des bois
37.21,37.21 Prairies humides atlantiques et subatlantiques
37.22,37.22 Prairies à Jonc acutiflore
37.23,37.23 Prairies subcontinentales à Cnidium
37.241,37.241 Pâtures à grand jonc
37.242,37.242 Pelouses à Agrostide stolonifère et Fétuque faux roseau
37.24,37.24 Prairies à Agropyre et Rumex
37.25,37.25 Prairies humides de transition à hautes herbes
37.2,37.2 Prairies humides eutrophes
37.311,37.311 Prairies à Molinie sur calcaires
37.312,37.312 Prairies à Molinie acidiphiles
37.31,37.31 Prairies à Molinie et communautés associées
37.32,37.32 Prairies à Jonc rude et pelouses humides à Nard
37.3,37.3 Prairies humides oligotrophes
37.4,37.4 Prairies humides méditerranéennes à grandes herbes
37.5,37.5 Prairies humides méditerranéennes rases
37.6,37.6
37.61,37.61
37.62,37.62
37.711,37.711 Communautés fluviales à Angelica archangelica
37.712,37.712 Communautés fluviales à Angelica heterocarpa
37.713,37.713 Ourlets à Althaea officinalis
37.714,37.714 Communautés riveraines à Pétasites
37.715,37.715 Ourlets riverains mixtes
37.71,37.71 Voiles des cours d'eau
37.72,37.72 Franges des bords boisés ombragés
37.7,37.7 Lisières humides à grandes herbes
37.81,"37.81 Mégaphorbiaies des montagnes hercyniennes, du Jura et des Alpes"
37.82,37.82 Prairies subalpines à Calamagrostis arundinacea
37.83,37.83 Mégaphorbiaies pyrénéo ibériques
37.84,37.84
37.85,37.85 Mégaphorbiaies corses à Cymbalaria
37.86,37.86 Mégaphorbiaies corses à Doronicum
37.87,37.87
37.88,37.88 Communautés alpines à Patience alpine
37.8,37.8 Mégaphorbiaies alpines et subalpines
37,37 Prairies humides et mégaphorbiaies
38.111,38.111 Pâturages à Ray grass
38.112,38.112 Pâturages à Cynosurus Centaurea
38.11,38.11 Pâturages continus
38.12,38.12 Pâturages interrompus par des fossés
38.13,38.13 Pâturages abandonnés
38.1,38.1 Pâtures mésophiles
38.21,38.21 Prairies de fauche atlantiques
38.22B,38.22B Prairies de fauche des plaines (sous type méditerranéen){38.22B}
38.22,38.22 Prairies de fauche des plaines médio européennes
38.23,38.23 Prairies de fauche submontagnardes médio européennes
